,local ID,Species ID,,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
,locla id,species id,,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
,,speces id,,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
,local ID,Species ID,,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
,locla id,species id,,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
,,speces id,,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
,local ID,Species ID,,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
,locla id,species id,,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
,,speces id,,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
,local ID,Species ID,,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
,locla id,species id,,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
,,speces id,,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
,local ID,Species ID,,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
,locla id,species id,,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
,id,,,donor_age,ethnicity,disease_state,donr_id,donor_sex,,biosample_type,sample_term_id,tissue,,patient_phenotype
,tumor_id,,,,,cancer_status,donor_identifier,gender,,,,tissue_region,,tissue_subtype
,cell_id,Species ID,,,,cancer_type,human_donor,patient_gender,,Biospecimen class term label,,cell_type,,
,,species id,,,donr ethnicity,diagnosis,,cell_sex,Biospecimen Class term ID,,Sample Type term ID,tissue_source,,
,,organism id,,,Ethnicity ,donor_type,,,,biospecimen label, sample ID term,tissue_origin,phetype term ID,pheno label
,,speces id,,Age,donor region,disease_status,,,bio class identifier,bio label term class,sampl term id,cell_of_origin,phenotype ID,phentype_trm_lbel
,local ID,,,donor Age,donor country,,,,term biospecimen class ID,,,cells,Phenotype Term ID,
,locla id,Species ID,,dnr agee,enthivity,health   ,Donor ID,M/F,,Biospecimen class term label,,biopsy_tissue,,Phenotype Term label
,local identifier,species id,,,donr ethnicity,,donor identifier ,Male/Female,Biospecimen Class term ID,,Sample Type term ID,tissue_cells,pheno identifier,Phenotype Label
,,organism id,,,Ethnicity ,dnr health sts,dnr identfier,Gender,,biospecimen label, sample ID term,tissue_cell_type,phetype term ID,pheno label
,,,,Age,donor region,Health of donor,,,bio class identifier,,sampl term id,sorted_cell_type,phenotype ID,patient_phenotype
,local ID,,,donor Age,donor country,Health Status ,,Sex,,,sample_term_id,tumor_type,Phenotype Term ID,tissue_subtype
,locla id,,,dnr agee,,health   ,Donor ID,M/F,,,,tissuetype,,
,local identifier,,,donor_age,,,donor identifier ,Male/Female,,,,cell_types,pheno identifier,
,id,,,,,disease_state,dnr identfier,donor_sex,,,,cells_type,,
,tumor_id,,,,,cancer_status,donr_id,gender,,,,source_tissue,,
,,,,,donr ethnicity,cancer_type,donor_identifier,patient_gender,,,,,phenotype ID,
,local ID,Species ID,,Age,Ethnicity ,diagnosis,human_donor,cell_sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
,locla id,species id,,donor Age,donor region,health   ,donor identifier ,,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
,,speces id,,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
,local ID,Species ID,,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
,locla id,species id,,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
,,speces id,,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
,local ID,Species ID,,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
,locla id,species id,,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
,,speces id,,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
,local ID,Species ID,,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
,locla id,species id,,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
,,speces id,,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
,local ID,Species ID,,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
,locla id,species id,,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
,,speces id,,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
,local ID,Species ID,,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
,locla id,species id,,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
,,speces id,,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
,local ID,Species ID,,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
,locla id,species id,,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
,,speces id,,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
,local ID,Species ID,,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
,locla id,species id,,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
global identifier,,speces id,,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
Global ID,,Species ID,,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
globla id,,species id,,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,,organism id,,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
global identifier,,speces id,,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
Global ID,,Species ID,,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
globla id,,species id,,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,,organism id,,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
global identifier,,speces id,,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
Global ID,,Species ID,,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
globla id,,species id,,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,,organism id,organism name,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
sample_geo_accession,,,cell_organism,donor_age,ethnicity,disease_state,donr_id,donor_sex,,biosample_type,sample_term_id,tissue,,patient_phenotype
,,,,,,cancer_status,donor_identifier,gender,bio class identifier,,,tissue_region,,tissue_subtype
,,,,,donor region,cancer_type,human_donor,patient_gender,term biospecimen class ID,,,cell_type,,
Global ID,,,biosample organism name,dnr agee,donor country,diagnosis,,cell_sex,,Biospecimen class term label,,tissue_source,,
globla id,,,organosm name ,,enthivity,donor_type,donor identifier ,,Biospecimen Class term ID,,Sample Type term ID,tissue_origin,,
,,,Species Name,,donr ethnicity,disease_status,dnr identfier,,,biospecimen label, sample ID term,cell_of_origin,,
global identifier,,,name of species,Age,Ethnicity ,,,Male/Female,bio class identifier,bio label term class,sampl term id,cells,pheno identifier,
,,,organism name,donor Age,donor region,Health Status ,,Gender,term biospecimen class ID,,,biopsy_tissue,phetype term ID,Phenotype Term label
Global ID,,,biosample organism name,dnr agee,donor country,health   ,Donor ID,,,Biospecimen class term label,,tissue_cells,phenotype ID,Phenotype Label
globla id,,,organosm name ,donor_age,ethnicity,,donor identifier ,Sex,Biospecimen Class term ID,,Sample Type term ID,tissue_cell_type,Phenotype Term ID,pheno label
,,,Species Name,,,disease_state,dnr identfier,M/F,,biospecimen label, sample ID term,sorted_cell_type,,phentype_trm_lbel
,,,name of species,,,cancer_status,donr_id,Male/Female,,biosample_type,sampl term id,tumor_type,pheno identifier,
,,,organism name,,,cancer_type,donor_identifier,donor_sex,,,,tissuetype,,Phenotype Term label
,,,cell_organism,,,diagnosis,human_donor,gender,,,,cell_types,,Phenotype Label
,,,,,,donor_type,,patient_gender,,,,cells_type,,pheno label
,,,,,,disease_status,,cell_sex,,,,source_tissue,,patient_phenotype
,,,organosm name ,,donr ethnicity,Health of donor,,,,,,,phenotype ID,tissue_subtype
Global ID,local ID,Species ID,Species Name,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
globla id,locla id,species id,name of species,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,organism name,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
global identifier,,speces id,biosample organism name,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,organosm name ,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
Global ID,local ID,Species ID,Species Name,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
globla id,locla id,species id,name of species,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,organism name,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
global identifier,,speces id,biosample organism name,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,organosm name ,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
Global ID,local ID,Species ID,Species Name,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
globla id,locla id,species id,name of species,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,organism name,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
global identifier,,speces id,biosample organism name,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,organosm name ,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
Global ID,local ID,Species ID,Species Name,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
globla id,locla id,species id,name of species,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,organism name,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
global identifier,,speces id,biosample organism name,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,organosm name ,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
Global ID,local ID,Species ID,Species Name,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
globla id,locla id,species id,name of species,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,organism name,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
global identifier,,speces id,biosample organism name,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,organosm name ,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
Global ID,local ID,Species ID,Species Name,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
globla id,locla id,species id,name of species,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,organism name,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
global identifier,,speces id,biosample organism name,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,organosm name ,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
Global ID,local ID,Species ID,Species Name,,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
globla id,locla id,species id,name of species,,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,organism name,,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
global identifier,,speces id,biosample organism name,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,organosm name ,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
Global ID,local ID,Species ID,Species Name,,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
globla id,locla id,species id,name of species,,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,organism name,,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
global identifier,,speces id,biosample organism name,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,organosm name ,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
Global ID,local ID,Species ID,Species Name,,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
globla id,locla id,species id,name of species,,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,organism name,,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
global identifier,,speces id,biosample organism name,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,organosm name ,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
Global ID,local ID,Species ID,Species Name,,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
globla id,locla id,species id,name of species,,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,organism name,,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
sample_geo_accession,id,,cell_organism,,ethnicity,disease_state,donr_id,donor_sex,,biosample_type,sample_term_id,tissue,phetype term ID,patient_phenotype
,tumor_id,,,,,cancer_status,donor_identifier,gender,,,,tissue_region,phenotype ID,tissue_subtype
,cell_id,,organosm name ,,,cancer_type,human_donor,patient_gender,,,,cell_type,Phenotype Term ID,
,local ID,Species ID,Species Name,,,diagnosis,,cell_sex,,,Sample Type term ID,tissue_source,,
,locla id,species id,name of species,,donr ethnicity,donor_type,,M/F,Biospecimen Class term ID,, sample ID term,tissue_origin,pheno identifier,Phenotype Label
Global ID,local identifier,organism id,organism name,,Ethnicity ,disease_status,,Male/Female,,Biospecimen class term label,sampl term id,cell_of_origin,phetype term ID,pheno label
globla id,,speces id,biosample organism name,,donor region,health   ,Donor ID,Gender,bio class identifier,,,cells,phenotype ID,phentype_trm_lbel
,,,organosm name ,,donor country,,donor identifier ,,term biospecimen class ID,biospecimen label,,biopsy_tissue,Phenotype Term ID,
global identifier,local ID,Species ID,Species Name,donor Age,enthivity,dnr health sts,dnr identfier,Sex,,bio label term class,Sample Type term ID,tissue_cells,,Phenotype Term label
,locla id,species id,name of species,dnr agee,donr ethnicity,Health of donor,,M/F,Biospecimen Class term ID,, sample ID term,tissue_cell_type,,Phenotype Label
Global ID,local identifier,organism id,organism name,,Ethnicity ,Health Status ,,Male/Female,,Biospecimen class term label,sampl term id,sorted_cell_type,,pheno label
globla id,,speces id,biosample organism name,,donor region,health   ,Donor ID,donor_sex,bio class identifier,,,tumor_type,,patient_phenotype
,,,organosm name ,Age,donor country,,donor identifier ,,,biospecimen label,,tissuetype,,tissue_subtype
global identifier,local ID,Species ID,Species Name,donor Age,,disease_state,dnr identfier,,,biosample_type,,cell_types,,
,locla id,species id,name of species,dnr agee,,cancer_status,donr_id,,,,,cells_type,,
,,organism id,,,,cancer_type,donor_identifier,,,,,source_tissue,,
,,,organosm name ,,donr ethnicity,diagnosis,human_donor,,,,,,phenotype ID,
Global ID,local ID,Species ID,Species Name,Age,Ethnicity ,donor_type,,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
globla id,locla id,species id,name of species,donor Age,donor region,disease_status,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,organism name,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
global identifier,,speces id,biosample organism name,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,organosm name ,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
Global ID,local ID,Species ID,,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
globla id,locla id,species id,,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
global identifier,,speces id,,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
Global ID,local ID,Species ID,,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
globla id,locla id,species id,,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
global identifier,,speces id,,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
Global ID,local ID,Species ID,,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
globla id,locla id,species id,,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
global identifier,,speces id,,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
Global ID,,Species ID,,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
globla id,,species id,,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,,organism id,,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
global identifier,,speces id,,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
Global ID,,Species ID,,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
globla id,,species id,,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,,organism id,,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
global identifier,,speces id,,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
Global ID,,Species ID,,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
globla id,,species id,,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,,organism id,,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
global identifier,,speces id,,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
Global ID,,Species ID,,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
globla id,,species id,,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,,organism id,,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
global identifier,,speces id,,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,organosm name ,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
Global ID,,Species ID,Species Name,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
globla id,,species id,name of species,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,,organism id,organism name,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
global identifier,,speces id,biosample organism name,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,organosm name ,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
